Feed,Publish_DT,Title,Summary,Author,Link
Health,2021-12-20 22:44:00,Covid: An event cancelled is better than a life cancelled - WHO chief,"The head of the World Health Organization calls for ""difficult decisions"" to be made over festive plans.", ,https://www.bbc.co.uk/news/world-59735243?at_medium=RSS&at_campaign=KARANGA
Education and Family,2021-12-21 00:36:00,How Covid deepened America's teacher shortages,Classrooms across the US have been emptied of educators - and the pandemic has made it worse., ,https://www.bbc.co.uk/news/world-us-canada-59687947?at_medium=RSS&at_campaign=KARANGA
Technology,2021-12-21 01:36:00,Miners experiment with hydrogen to power giant trucks,Anglo American is testing a hydrogen-powered giant truck in a bid to make its business greener., ,https://www.bbc.co.uk/news/business-59576867?at_medium=RSS&at_campaign=KARANGA
Science and Environment,2021-12-21 03:47:00,Largest-ever millipede fossil found on Northumberland beach,It is thought to have been more than 2.5m long and lived 326 million years ago in Northumberland., ,https://www.bbc.co.uk/news/science-environment-59734747?at_medium=RSS&at_campaign=KARANGA
Science and Environment,2021-12-21 04:31:00,James Webb: A last look at Hubble's successor before launch,See the $10bn James Webb Space Telescope hoisted atop its launch rocket in French Guiana., ,https://www.bbc.co.uk/news/science-environment-59737958?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-21 07:30:00,Christmas Day guidance in Scotland 'will not change',Nicola Sturgeon says people should reduce their contacts but not cancel their Christmas plans., ,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-59732191?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-21 09:25:00,MPs urge changes to 'outdated' gender recognition laws,A committee says legally changing gender remains too difficult and risks entrenching stereotypes., ,https://www.bbc.co.uk/news/uk-politics-59735218?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-21 12:12:00,Big Ben will bong again to see in the new year,"The Elizabeth Tower, which houses the bell and famous clock, has undergone four years of repairs.", ,https://www.bbc.co.uk/news/uk-politics-59739696?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-21 13:11:00,Sir David Amess: Ali Harbi Ali pleads not guilty to murdering MP,"Sir David Amess, an MP since 1983, was stabbed while holding a constituency surgery in Essex in October.", ,https://www.bbc.co.uk/news/uk-59739947?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-21 14:02:00,Tory MPs demand answers on PM's Christmas Covid plans,There is growing unrest in the Conservative Party as MPs call for more detail from Boris Johnson., ,https://www.bbc.co.uk/news/uk-politics-59739695?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-21 15:06:00,Hogmanay events cancelled as Covid rules tightened,"Outdoor events including football matches will be limited to 500 people, and indoor to a maximum of 200.", ,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-59745262?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-21 18:31:00,"Omicron: More Covid rules needed in Wales, minister says",Vaughan Gething's comments come as Welsh government bans spectators from attending sports matches., ,https://www.bbc.co.uk/news/uk-wales-politics-59729129?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-21 18:52:00,Covid: Rishi Sunak announces £1bn fund for businesses,It comes as pubs and restaurants struggle with reduced footfall and cancellations amid Covid fears., ,https://www.bbc.co.uk/news/uk-59742884?at_medium=RSS&at_campaign=KARANGA
Science and Environment,2021-12-21 23:36:00,Perfectly preserved dinosaur embryo found in China,Researchers say the fossil is at least 66 million years old and was about to hatch just like a chicken., ,https://www.bbc.co.uk/news/world-asia-china-59748281?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-22 00:01:00,Covid: Self-isolation cut from 10 to seven days with testing - Javid,The health secretary shortens self-isolation for people with negative tests on days six and seven., ,https://www.bbc.co.uk/news/uk-politics-59748346?at_medium=RSS&at_campaign=KARANGA
Business,2021-12-22 00:02:00,"CEO Secrets: 'Don't overthink, fail fast and move on'","Joel Akwenuke, founder of hair treatment company NewFade, shares his business advice.", ,https://www.bbc.co.uk/news/business-59654421?at_medium=RSS&at_campaign=KARANGA
Education and Family,2021-12-22 00:07:00,Kerala school uniform: Why some Muslim groups are protesting,Muslim groups in India's Kerala state protest after a government school allows girls to wear trousers., ,https://www.bbc.co.uk/news/world-asia-india-59723756?at_medium=RSS&at_campaign=KARANGA
Science and Environment,2021-12-22 00:07:00,Mother seals recognise pup's voice at two days old,"Elephant seal mums can distinguish their own offspring at just two days old, research shows.", ,https://www.bbc.co.uk/news/science-environment-59744280?at_medium=RSS&at_campaign=KARANGA
Science and Environment,2021-12-22 00:08:00,Europe spat will weaken research - science leaders,The government is urged not to abandon talks to let the UK take part in a €100bn EU research programme., ,https://www.bbc.co.uk/news/science-environment-59729638?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-22 03:05:00,Covid: No new restrictions in England before Christmas - Boris Johnson,"But Boris Johnson says ""we can't rule out any further measures after Christmas"" as Omicron spreads fast.", ,https://www.bbc.co.uk/news/uk-59747966?at_medium=RSS&at_campaign=KARANGA
Education and Family,2021-12-22 11:00:00,Baby home for Christmas after 100 days in Wolverhampton hospital,Baby Ethan was born 13 weeks early and has so far spent his life on a Wolverhampton neonatal ward., ,https://www.bbc.co.uk/news/uk-england-birmingham-59755547?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-22 11:01:00,Covid-19: Israel plans to give fourth dose of vaccine to over-60s,A second booster would be offered to over-60s and medics as Israel prepares for an Omicron wave., ,https://www.bbc.co.uk/news/world-middle-east-59749967?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-22 12:42:00,Health Secretary Sajid Javid promises millions more antivirals for UK,The health secretary says 4.25m extra doses of antivirals will help the NHS to help fight the latest Covid wave., ,https://www.bbc.co.uk/news/uk-59753027?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-22 13:58:00,Grenfell Tower: Gove pressures Ulster Rugby over Kingspan links,Michael Gove says the club should reconsider ties to Kingspan over its role in the Grenfell fire., ,https://www.bbc.co.uk/news/uk-northern-ireland-59749709?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-22 14:03:00,Covid: Self-isolation cut from 10 days to seven with negative tests,The new rules in England mean some people could end their self-isolation in time for Christmas., ,https://www.bbc.co.uk/news/uk-politics-59749447?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-22 14:41:00,Jacob Rees-Mogg cleared of breaking MP rules over loans,The senior minister says he is grateful to the standards commissioner for rejecting a complaint., ,https://www.bbc.co.uk/news/uk-politics-59753729?at_medium=RSS&at_campaign=KARANGA
Education and Family,2021-12-22 16:20:00,Covid vaccine should be offered to vulnerable five to 11-year-olds,And advisers say boosters should be offered to some older children due to the risk of Omicron., ,https://www.bbc.co.uk/news/health-59758780?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-22 17:50:00,Watchdog rejects Met complaint over No 10 party,"The force referred itself to the IOPC after Green Party peer Jenny Jones said there was a ""case to answer"".", ,https://www.bbc.co.uk/news/uk-politics-59753727?at_medium=RSS&at_campaign=KARANGA
Education and Family,2021-12-22 18:01:00,Gwynedd: Ysgol Abersoch shuts despite Welsh language worries,Staff and ex-pupils are among those remembering Ysgol Abersoch as children leave for the last time., ,https://www.bbc.co.uk/news/uk-wales-59744810?at_medium=RSS&at_campaign=KARANGA
Science and Environment,2021-12-22 18:58:00,Ancient mass migration transformed Britons' DNA,"Scientists uncover evidence for a large-scale, prehistoric migration into Britain in the Bronze Age.", ,https://www.bbc.co.uk/news/science-environment-59741723?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-22 21:13:00,Covid: Only six people allowed to meet in pubs in Wales,"There will be strict limits on the number of people who can meet in pubs, restaurants and cinemas.", ,https://www.bbc.co.uk/news/uk-wales-59752752?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-22 22:15:00,Covid-19: Nightclubs in NI to close from 26 December,"Dancing to be prohibited in all hospitality venues, but sporting events go ahead with no capacity limits.", ,https://www.bbc.co.uk/news/uk-northern-ireland-59756633?at_medium=RSS&at_campaign=KARANGA
Business,2021-12-23 00:09:00,Is this the world's largest virtual fashion show?,Asia's biggest metaverse - an intricate world populated by young women shopping for avatar outfits., ,https://www.bbc.co.uk/news/business-59558921?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-23 00:51:00,"UK can be China-US peacemaker, says ex-minister Oliver Letwin",Sir Oliver Letwin argues that the UK can still punch above its weight on the international scene., ,https://www.bbc.co.uk/news/uk-politics-58463492?at_medium=RSS&at_campaign=KARANGA
Education and Family,2021-12-23 00:55:00,Covid: Doubts that ex-teachers will return by January,Retired staff are being asked to go back because more Covid-related absences are expected next term., ,https://www.bbc.co.uk/news/education-59761859?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-23 01:07:00,Global Covid vaccine rollout a stain on our soul - Brown,The former PM says Covid will come back to haunt us without a push to vaccinate the whole world., ,https://www.bbc.co.uk/news/health-59761537?at_medium=RSS&at_campaign=KARANGA
Entertainment and Arts,2021-12-23 01:15:00,The 21 best albums and songs of 2021,"From Adele and Olivia Rodrigo to Little Simz and Lil Nas X, here's the music that critics loved.", ,https://www.bbc.co.uk/news/entertainment-arts-59699977?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-23 09:00:00,City status: The 39 towns competing for an upgrade revealed,"Falklands capital Stanley joins regulars, such as Milton Keynes, vying for a status upgrade.", ,https://www.bbc.co.uk/news/uk-politics-59758549?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-23 09:17:00,What are the Covid variants and will vaccines still work?,A new Covid variant has emerged that looks worryingly different to the one vaccines were designed to fight., ,https://www.bbc.co.uk/news/health-55659820?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-23 11:02:00,Covid: Ministers watch data as studies say Omicron risk lower,Scientists say early signs are good news but a big wave of infections could still overwhelm the NHS., ,https://www.bbc.co.uk/news/uk-59765030?at_medium=RSS&at_campaign=KARANGA
Top Stories,2021-12-23 11:19:00,"Covid map: Coronavirus cases, deaths, vaccinations by country",Key maps and charts explaining how the virus has spread around the world., ,https://www.bbc.co.uk/news/world-51235105?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-23 11:23:00,Sammy Wilson 'hark the herald angels ping' tweet branded 'moronic',The East Antrim MP altered the lyrics of a Christmas carol to reference new Covid-19 restrictions., ,https://www.bbc.co.uk/news/uk-northern-ireland-59768697?at_medium=RSS&at_campaign=KARANGA
Technology,2021-12-23 12:19:00,Chinese regulator pauses partnership with Alibaba,"The firm's cloud computing arm ""did not tell the regulator in time"" about the Log4shell security flaw.", ,https://www.bbc.co.uk/news/technology-59760486?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-23 12:38:00,"Omicron: Half of colds will be Covid, warn UK researchers","If you have a sore throat, runny nose and a headache, get a Covid test, experts advise.", ,https://www.bbc.co.uk/news/health-59768366?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-23 12:39:00,Omicron symptoms: Is a runny nose a cold or Covid?,Could a runny nose be a sign you have Omicron?, ,https://www.bbc.co.uk/news/health-54145299?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-23 13:49:00,Scotland's nightclubs to close for three weeks from 27 December,It follows new restrictions being put on public events and venues earlier this week due to concern over Omicron., ,https://www.bbc.co.uk/news/uk-scotland-59768297?at_medium=RSS&at_campaign=KARANGA
Technology,2021-12-23 14:12:00,Netlicks? 'The TV screen you can taste’,"A Japanese professor invents a prototype TV that sprays flavours onto a lickable ""hygienic film"".", ,https://www.bbc.co.uk/news/technology-59760490?at_medium=RSS&at_campaign=KARANGA
Technology,2021-12-23 15:59:00,Intel apologises to China over supplier advice,The US technology firm says sorry after it urged firms not to source products from Xinjiang., ,https://www.bbc.co.uk/news/business-59769393?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-23 16:25:00,Omicron: Rising numbers of NHS staff off work because of Covid,"NHS Covid absentees in England are up 54% and having a ""real-time impact on service"", health leaders say.", ,https://www.bbc.co.uk/news/health-59769251?at_medium=RSS&at_campaign=KARANGA
UK,2021-12-23 16:42:00,'It should be the same rules across the UK',Pub landlords on the Wales/England border say the situation is confusing for customers., ,https://www.bbc.co.uk/news/uk-england-59762930?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-23 16:58:00,Covid in Wales: No early release from self-isolation,Wales will not follow England in reducing the time in self-isolation by providing negative tests., ,https://www.bbc.co.uk/news/uk-wales-59769544?at_medium=RSS&at_campaign=KARANGA
Top Stories,2021-12-23 17:21:00,Covid vaccine: How many people are vaccinated in the UK?,"A look at the progress made in vaccinating the country's population, as more than 51 million people have received at least one dose.", ,https://www.bbc.co.uk/news/health-55274833?at_medium=RSS&at_campaign=KARANGA
Science and Environment,2021-12-23 17:45:00,World's oldest family tree created using DNA,"Scientists have created the world's oldest family tree from bones interred at a 5,700-year-old tomb.", ,https://www.bbc.co.uk/news/science-environment-59774315?at_medium=RSS&at_campaign=KARANGA
Technology,2021-12-23 17:46:00,TikTok ousts Google to become favourite online destination,"Tiktok.com overtook other US tech giants in 2021, including Amazon, Apple, Facebook and Netflix.", ,https://www.bbc.co.uk/news/technology-59768617?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-23 18:38:00,Omicron: 'First signs of cautious optimism' - Dr Susan Hopkins,Epidemiologist Dr Susan Hopkins says findings suggest Omicron is less likely to lead to hospitalisation., ,https://www.bbc.co.uk/news/health-59775917?at_medium=RSS&at_campaign=KARANGA
UK,2021-12-23 18:59:00,Executive agrees Covid-19 support for NI hospitality,"Conor Murphy says his department will deliver a support package of £40m for 3,000 businesses.", ,https://www.bbc.co.uk/news/uk-northern-ireland-59775364?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-23 19:29:00,Omicron up to 70% less likely to need hospital care,"However, a major report showed the protection from catching Covid started to wane 10 weeks after the booster.", ,https://www.bbc.co.uk/news/health-59769969?at_medium=RSS&at_campaign=KARANGA
UK,2021-12-23 21:03:00,"Scotland 'too cautious' on self-isolation, says Tory leader",Scottish Tory leader Douglas Ross says people should be allowed to leave isolation after a week if they test negative., ,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-59768296?at_medium=RSS&at_campaign=KARANGA
UK,2021-12-23 21:53:00,Covid: £10m Bounce Back Loan fraudsters jailed,"Two men are jailed for a total of 33 years for laundering £70m, of which £10m came from Covid loans.", ,https://www.bbc.co.uk/news/business-59761294?at_medium=RSS&at_campaign=KARANGA
Science and Environment,2021-12-24 00:13:00,Climate change: Small army of volunteers keeping deniers off Wikipedia,A group of editors is working tirelessly to keep bad climate info off the user-generated encyclopaedia., ,https://www.bbc.co.uk/news/blogs-trending-59452614?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-24 00:44:00,Covid: Boris Johnson says getting a jab is an 'invaluable present',"In his annual Christmas message, Boris Johnson says getting vaccinated shows a neighbourly spirit.", ,https://www.bbc.co.uk/news/uk-politics-59774795?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-24 00:47:00,"Omicron: Good news, bad news and what it all means","There are many things in our favour, but Omicron is spreading fast. What have we learned this week?", ,https://www.bbc.co.uk/news/health-59769967?at_medium=RSS&at_campaign=KARANGA
Entertainment and Arts,2021-12-24 01:03:00,Covid: Hyde Park Picture House archive details 1918-19 flu pandemic,Ledgers from a Leeds cinema reveal how the nation reacted to the Spanish flu after World War One., ,https://www.bbc.co.uk/news/uk-england-leeds-59685437?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-24 06:21:00,Surgeons use 3D technology on patient for first time,Libby was operated on using equipment normally associated with brain surgery., ,https://www.bbc.co.uk/news/uk-england-somerset-59728673?at_medium=RSS&at_campaign=KARANGA
UK,2021-12-24 07:13:00,Covid-19 test centres in Northern Ireland open over Christmas,"Many test centres will operate reduced hours on Christmas Day, Boxing Day and New Year's Day.", ,https://www.bbc.co.uk/news/uk-northern-ireland-59745934?at_medium=RSS&at_campaign=KARANGA
Business,2021-12-24 11:11:00,Selfridges sold for £4bn to Thai-Austrian alliance,The British luxury store chain is being bought by Thailand's Central Group and Signa Group of Austria., ,https://www.bbc.co.uk/news/business-59777577?at_medium=RSS&at_campaign=KARANGA
Business,2021-12-24 11:16:00,CrossCountry: Strike action affects Christmas Eve train journeys,Train operator CrossCountry says it has cancelled many services on Friday., ,https://www.bbc.co.uk/news/uk-england-59781684?at_medium=RSS&at_campaign=KARANGA
Technology,2021-12-24 11:53:00,Tesla disables gaming while driving feature,"It follows an inquiry into Passenger Play, which allowed games to be played while a car was moving.", ,https://www.bbc.co.uk/news/technology-59781310?at_medium=RSS&at_campaign=KARANGA
Technology,2021-12-24 15:23:00,Russia fines Google over illegal content breach,The verdict marks the first time Russia has fined a technology giant based on their annual turnover., ,https://www.bbc.co.uk/news/world-europe-59784118?at_medium=RSS&at_campaign=KARANGA
Business,2021-12-24 15:33:00,"Shoppers avoid city centres on Christmas Eve, figures suggest","The number of visitors to city centre High Streets is down, with inner London taking a big hit.", ,https://www.bbc.co.uk/news/business-59784823?at_medium=RSS&at_campaign=KARANGA
Technology,2021-12-24 15:52:00,Eco-laundry hopes to clean up how we wash clothes,A start-up from Oxford is hoping to make laundry more environmentally friendly., ,https://www.bbc.co.uk/news/technology-59785567?at_medium=RSS&at_campaign=KARANGA
Health,2021-12-24 16:26:00,"Covid: Glimmer of Christmas hope on Omicron, says Jenny Harries","But it is too early to downgrade the serious threat posed by the new variant, says Dr Jenny Harries.", ,https://www.bbc.co.uk/news/uk-59776415?at_medium=RSS&at_campaign=KARANGA
Politics,2021-12-24 18:27:00,Social care: Immigration rules to be relaxed to recruit staff,"Offering visas to care workers will make it easier to fill gaps in workforces, the government says.", ,https://www.bbc.co.uk/news/uk-politics-59785227?at_medium=RSS&at_campaign=KARANGA
Entertainment and Arts,2021-12-25 00:31:00,Who might replace Daniel Craig as the next James Bond?,"Tom Hardy, James Norton and Regé-Jean Page are among the actors thought to be in the running.", ,https://www.bbc.co.uk/news/entertainment-arts-59038089?at_medium=RSS&at_campaign=KARANGA
Entertainment and Arts,2021-12-25 08:23:00,Robert Carlyle: Begbie has followed me my whole life,He is one of Scotland's most successful and versatile actors yet one role has defined his career., ,https://www.bbc.co.uk/news/uk-scotland-59560938?at_medium=RSS&at_campaign=KARANGA
